Date,Open,High,Low,Close,Volume
1980-01-02,0.024600552394986153,0.025334846788023467,0.024600552394986153,0.024600552394986153,2073600
1980-01-03,0.02460055774121186,0.024692485587753027,0.024325337260961533,0.024325337260961533,4608000
1980-01-04,0.024508626935452468,0.02487577311694622,0.024508626935452468,0.02487577311694622,2764800
1980-01-07,0.024875775698523155,0.024875775698523155,0.024600557323909207,0.024783847853541374,1228800
1980-01-08,0.02478385948511817,0.025334863754242914,0.02460056886946393,0.025242935866117477,5913600
1980-01-09,0.025334866717457768,0.025518157354550035,0.025334866717457768,0.02533486671745777,1996800
1980-01-10,0.025334859824993082,0.02588529884815216,0.02515100407725688,0.02588529884815216,15129600
1980-01-11,0.02579393686147806,0.02579393686147806,0.025518153209641046,0.025702008977532387,2073600
1980-01-14,0.025885315858150373,0.02643631830292982,0.025885315858150373,0.026069171726703644,14899200
1980-01-15,0.0260691574537128,0.026344375944978876,0.025702008977532387,0.025702008977532387,13747200
1980-01-16,0.02579393237829208,0.025885297186755567,0.02579393237829208,0.025793932378292084,614400
1980-01-17,0.025702003311112723,0.025702003311112723,0.025151001289486885,0.025151001289486885,8140800
1980-01-18,0.02515099541534358,0.02515099541534358,0.02423340827226639,0.024233408272266388,6220800
1980-01-21,0.024233419846648646,0.024233419846648646,0.02386627346277237,0.02386627346277237,3609600
1980-01-22,0.02395762587479687,0.02441670204812953,0.02395762587479687,0.024325337260961533,3456000
1980-01-23,0.02423340827226639,0.02423340827226639,0.023866262063746813,0.024233408272266388,8371200
1980-01-24,0.024416699100010843,0.02487577311694622,0.024416699100010843,0.02487577311694622,4224000
1980-01-25,0.024967718181641497,0.025334866717457768,0.024967718181641497,0.02533486671745777,2995200
1980-01-28,0.025334866717457768,0.025334866717457768,0.025334866717457768,0.02533486671745777,76800
1980-01-29,0.0256100782860884,0.025977226722020262,0.0256100782860884,0.02588529884815216,13056000
1980-01-30,0.02588529884815216,0.026069154595888364,0.025702006159956502,0.02588529884815216,1536000
1980-01-31,0.02606916559050386,0.026161091402173042,0.02606916559050386,0.026161091402173042,460800
1980-02-01,0.026069171726703644,0.026069171726703644,0.025977243792427007,0.026069171726703644,1152000
1980-02-04,0.02579393117479142,0.02579393117479142,0.025151001289486885,0.025151001289486885,2227200
1980-02-05,0.025242940274415395,0.025977235287427902,0.025242940274415395,0.025977235287427902,6067200
1980-02-06,0.02588529884815216,0.02588529884815216,0.02588529884815216,0.02588529884815216,4224000
1980-02-07,0.02588529884815216,0.02588529884815216,0.025702006159956502,0.02588529884815216,2534400
1980-02-08,0.02588529492121311,0.02588529492121311,0.02561007440090179,0.025610074400901794,921600
1980-02-11,0.025518149137496945,0.025518149137496945,0.0251510028208738,0.025518149137496948,921600
1980-02-12,0.02551814758375533,0.025702003311112723,0.025151001289486885,0.025151001289486885,2918400
1980-02-13,0.025151001289486885,0.025151001289486885,0.024600562327339183,0.025151001289486885,2457600
1980-02-14,0.025151001289486885,0.025426784880522975,0.025151001289486885,0.025151001289486885,2688000
1980-02-15,0.025151010919702767,0.025334866717457768,0.025059646080518996,0.02533486671745777,1536000
1980-02-19,0.025151001289486885,0.025151001289486885,0.025059636485286325,0.025151001289486885,4838400
1980-02-20,0.024967703543504936,0.024967703543504936,0.024600557323909207,0.024783847853541374,998400
1980-02-21,0.024600552394986153,0.024600552394986153,0.024233404147983816,0.024600552394986153,2918400
1980-02-22,0.024233416470103426,0.024233416470103426,0.02414148859679699,0.02414148859679699,5913600
1980-02-25,0.024049563333392143,0.024049563333392143,0.023957635450109527,0.024049563333392143,1766400
1980-02-26,0.02386627346277237,0.02386627346277237,0.02377434557665723,0.02386627346277237,307200
1980-02-27,0.02386627346277237,0.02386627346277237,0.023682417690542093,0.02386627346277237,1843200
1980-02-28,0.023866272727393775,0.024049563333392143,0.023866272727393775,0.024049563333392143,4454400
1980-02-29,0.02395763873655277,0.02395763873655277,0.023499127477407455,0.023499127477407455,4454400
1980-03-03,0.023315280188060564,0.023315280188060564,0.022856205701828003,0.022856205701828003,2073600
1980-03-04,0.022856190625536118,0.022856190625536118,0.02258097007870674,0.02258097007870674,3456000
1980-03-05,0.02258097007870674,0.022672897947486326,0.02239767950162527,0.02258097007870674,28416000
1980-03-06,0.02258097877815359,0.02267290668234891,0.02212190441787243,0.02212190441787243,14131200
1980-03-07,0.022030523046851158,0.022030523046851158,0.021846667376382817,0.022030523046851158,4761600
1980-03-10,0.021846686067981187,0.021846686067981187,0.021020463063548753,0.021479539573192596,25344000
1980-03-11,0.021479531153281772,0.022580972306855317,0.020928526945744003,0.022213825955986977,19123200
1980-03-12,0.022030523046851158,0.022030523046851158,0.02175473954114865,0.022030523046851158,12595200
1980-03-13,0.02193859964609146,0.02193859964609146,0.0216628160846445,0.02193859964609146,3225600
1980-03-14,0.021754758154095288,0.021754758154095288,0.021479539573192593,0.021479539573192596,11904000
1980-03-17,0.02147953928374168,0.021662829948288508,0.021295683458447456,0.021295683458447456,22118400
1980-03-18,0.02138759911455013,0.02203052897389011,0.02138759911455013,0.02175474539399147,21580800
1980-03-19,0.02175474539399147,0.021846673253957685,0.02166281753402526,0.02175474539399147,17971200
1980-03-20,0.021662830240209388,0.021662830240209388,0.021479539573192593,0.021479539573192596,6835200
1980-03-21,0.021479527702222848,0.021662818267941475,0.021295671976061557,0.021662818267941475,3686400
1980-03-24,0.021662818267941475,0.021846673994102762,0.021662818267941475,0.021662818267941475,7449600
1980-03-25,0.021662818267941475,0.021662818267941475,0.021662818267941475,0.021662818267941475,1843200
1980-03-26,0.02166281753402526,0.02175474539399147,0.02166281753402526,0.02175474539399147,1152000
1980-03-27,0.021662829948288508,0.021662829948288508,0.021295683458447456,0.021295683458447456,18355200
1980-03-28,0.02136925111717969,0.02136925111717969,0.021000834181904793,0.021000834181904793,5222400
