Date,Open,High,Low,Close,Volume
1984-10-17,0.1131146028637886,0.11617235441932396,0.1131146028637886,0.1131146028637886,9868800
1984-10-18,0.11617233604192734,0.12228625213647414,0.11617233604192734,0.11617233604192734,5324800
1984-10-19,0.11617235441932396,0.11617235441932396,0.1131146028637886,0.1131146028637886,3043200
1984-10-22,0.1131146028637886,0.11617235441932396,0.1131146028637886,0.1131146028637886,2326400
1984-10-23,0.11311462605539034,0.11311462605539034,0.11005766689777374,0.11005766689777374,787200
1984-10-24,0.1131146028637886,0.11617235441932396,0.1131146028637886,0.1131146028637886,230400
1984-10-25,0.11311462605539034,0.11617237823784878,0.11005766689777374,0.11005766689777374,1587200
1984-10-26,0.11005766689777374,0.11311462605539034,0.11005766689777374,0.11005766689777374,758400
1984-10-29,0.11005766689777374,0.11311462605539034,0.11005766689777374,0.11005766689777374,614400
1984-10-30,0.11005766689777374,0.11617237823784878,0.11005766689777374,0.11005766689777374,192000
1984-10-31,0.1131146028637886,0.11617235441932396,0.1131146028637886,0.1131146028637886,297600
1984-11-01,0.11311462605539034,0.11311462605539034,0.11005766689777374,0.11005766689777374,352000
1984-11-02,0.11005766689777374,0.11311462605539034,0.11005766689777374,0.11005766689777374,1638400
1984-11-05,0.11005762944442743,0.11005762944442743,0.1070006713271141,0.1070006713271141,534400
1984-11-06,0.1070006713271141,0.11005762944442743,0.1070006713271141,0.1070006713271141,544000
1984-11-07,0.1070006713271141,0.11005762944442743,0.1070006713271141,0.1070006713271141,76800
1984-11-08,0.1070006713271141,0.11005762944442743,0.1070006713271141,0.1070006713271141,44800
1984-11-09,0.1070006713271141,0.11005762944442743,0.1070006713271141,0.1070006713271141,896000
1984-11-12,0.1070006713271141,0.11005762944442743,0.1070006713271141,0.1070006713271141,300800
1984-11-13,0.1070006713271141,0.11005762944442743,0.1070006713271141,0.1070006713271141,464000
1984-11-14,0.1070006404419747,0.11005759767691434,0.10394368320703506,0.10394368320703506,1523200
1984-11-15,0.10394368320703506,0.1070006404419747,0.10394368320703506,0.10394368320703506,156800
1984-11-16,0.10394372395413853,0.1070006823874401,0.09782901406288147,0.09782901406288147,579200
1984-11-19,0.09782901406288147,0.1070006823874401,0.09782901406288147,0.09782901406288147,358400
1984-11-20,0.09782898341853011,0.10088594089425779,0.09477202594280243,0.09477202594280243,179200
1984-11-21,0.09477202594280243,0.10088594089425779,0.09477202594280243,0.09477202594280243,905600
1984-11-23,0.09477202594280243,0.10088594089425779,0.09477202594280243,0.09477202594280243,25600
1984-11-26,0.09782901406288147,0.10088597249618303,0.09782901406288147,0.09782901406288147,166400
1984-11-27,0.10088600218296051,0.10394375454069212,0.10088600218296051,0.10088600218296051,147200
1984-11-28,0.10088600218296051,0.10394375454069212,0.10088600218296051,0.10088600218296051,492800
1984-11-29,0.10088600218296051,0.10394375454069212,0.10088600218296051,0.10088600218296051,262400
1984-11-30,0.10088600218296051,0.10394375454069212,0.10088600218296051,0.10088600218296051,556800
1984-12-03,0.10088597249618303,0.10394372395413853,0.09782901406288147,0.09782901406288147,380800
1984-12-04,0.09782898341853011,0.10088594089425779,0.09477202594280243,0.09477202594280243,217600
1984-12-05,0.09477202594280243,0.10088594089425779,0.09477202594280243,0.09477202594280243,102400
1984-12-06,0.09477203109812518,0.09782898874014247,0.09171506762504578,0.09171506762504578,630400
1984-12-07,0.09171506762504578,0.09477203109812518,0.09171506762504578,0.09171506762504578,86400
1984-12-10,0.09171506762504578,0.09477203109812518,0.09171506762504578,0.09171506762504578,2099200
1984-12-11,0.09171506762504578,0.09477203109812518,0.09171506762504578,0.09171506762504578,188800
1984-12-12,0.09171506762504578,0.09477203109812518,0.09171506762504578,0.09171506762504578,393600
1984-12-13,0.09171506762504578,0.09477203109812518,0.09171506762504578,0.09171506762504578,102400
1984-12-14,0.09171506762504578,0.09477203109812518,0.09171506762504578,0.09171506762504578,89600
1984-12-17,0.09171506762504578,0.09477203109812518,0.09171506762504578,0.09171506762504578,102400
1984-12-18,0.09171506762504578,0.09477203109812518,0.09171506762504578,0.09171506762504578,214400
1984-12-19,0.09171506762504578,0.09477203109812518,0.09171506762504578,0.09171506762504578,102400
1984-12-20,0.09171506762504578,0.09477203109812518,0.09171506762504578,0.09171506762504578,121600
1984-12-21,0.09171506762504578,0.09477203109812518,0.09171506762504578,0.09171506762504578,704000
