Date,Open,High,Low,Close,Volume
1997-10-09,2.8191441895097324,3.2768405677277155,2.8191441895097324,3.1574416160583496,10201979
1997-10-10,3.502372167291261,3.5156390892753557,3.177341626149366,3.3033738136291504,10669148
1997-10-13,3.310007344349563,3.310007344349563,3.217141507508613,3.230408191680908,3044363
1997-10-14,3.2038748495296328,3.2105083112086077,3.011509936939226,3.097742795944214,2549907
1997-10-15,2.9053766688997027,3.018142640933271,2.898743922636496,3.011509418487549,3167153
1997-10-16,3.0115097914303273,3.0115097914303273,2.905377028699091,2.9186439514160156,1770821
1997-10-17,2.78597771601825,2.7926111759966803,2.6599455477966454,2.666578769683838,3287121
1997-10-20,2.2287819602421535,2.387980450603336,2.222148501321571,2.334914445877075,11499985
1997-10-21,2.4410468446069222,2.666578769683838,2.4277806389237755,2.666578769683838,6924737
1997-10-22,2.4543138120155,2.4609470340309394,2.348181069312264,2.3548145294189453,4458573
1997-10-23,2.2818490443375654,2.2818490443375654,2.122650240580343,2.2155160903930664,12494072
1997-10-24,2.2685827407259156,2.281848950020374,2.043050754254946,2.0961172580718994,9498638
1997-10-27,2.04305015507113,2.04305015507113,1.8108852510876863,1.8175185918807983,4905042
1997-10-28,1.6715870498792638,2.2287826538085938,1.6583202469552525,2.2287826538085938,10417921
1997-10-29,2.043050831113759,2.102750560869475,2.0165176972527674,2.023151159286499,7548100
1997-10-30,1.910384940958772,1.989984576391197,1.9037520745067849,1.9700849056243896,2797370
1997-10-31,2.043050754254946,2.142549823922064,2.036417768653368,2.0961172580718994,3611270
1997-11-03,2.2818483739503166,2.4410468928450832,2.2818483739503166,2.4078805446624756,6205871
1997-11-04,2.387980878607656,2.4344141470092957,2.3415478482972594,2.4078805446624756,3145042
1997-11-05,2.454313874426726,2.6201458575771297,2.454313874426726,2.6002461910247803,3979642
1997-11-06,2.6931126362036775,2.7063788455363804,2.5604469715070945,2.586980104446411,3649848
1997-11-07,2.401248130374914,2.540546778168937,2.3879814450999173,2.527280569076538,4470805
1997-11-10,2.6267790175334205,2.6400454615873747,2.533913194882015,2.540546178817749,2435114
1997-11-11,2.494114341816124,2.533914165404325,2.4808476545896125,2.487481117248535,2194707
1997-11-12,2.407881215528308,2.407881215528308,2.341548500681968,2.34818172454834,3905309
1997-11-13,2.374714194773684,2.460947033314248,2.295115054429112,2.3282814025878906,2482160
1997-11-14,2.374714194773684,2.4078805429324626,2.295115054429112,2.3282814025878906,2205999
1997-11-17,2.487480460883265,2.4941136837005615,2.4410471868883734,2.4941136837005615,3290415
1997-11-18,2.4145135720120665,2.4145135720120665,2.32164776612711,2.334914445877075,2240813
1997-11-19,2.308381441162125,2.308381441162125,2.2420487396492526,2.268582344055176,1442908
1997-11-20,2.222149552451435,2.2553159103780285,2.20888286642601,2.2155160903930664,2578134
1997-11-21,2.228782358111555,2.3282814025878906,2.228782358111555,2.3282814025878906,4223342
1997-11-24,2.2155156684104322,2.2818486097206945,2.2155156684104322,2.2752151489257812,2254927
1997-11-25,2.288481185797797,2.368080788115188,2.288481185797797,2.334914445877075,1083946
1997-11-26,2.308381919025889,2.315015381023394,2.26858281368003,2.2951157093048096,1136637
1997-11-28,2.334914445877075,2.334914445877075,2.328280986956493,2.334914445877075,1083475
1997-12-01,2.2287826538085938,2.2287826538085938,2.195616063158295,2.2287826538085938,2365485
1997-12-02,2.2486823224892443,2.2685824673524424,2.2221491928237693,2.2287826538085938,2203176
1997-12-03,2.2685818623213123,2.2685818623213123,2.208881919836249,2.2420482635498047,2783727
1997-12-04,2.3481806494446404,2.368080788115188,2.334914445877075,2.334914445877075,2721625
1997-12-05,2.3349142685133497,2.361447387906583,2.321647589771142,2.3415472507476807,1796226
1997-12-08,2.427781221173697,2.494113932136537,2.427781221173697,2.441047430038452,2020166
1997-12-09,2.387980450603336,2.387980450603336,2.334914445877075,2.334914445877075,1487132
1997-12-10,2.368081334766137,2.368081334766137,2.228782474737174,2.2354156970977783,1393980
1997-12-11,2.1359171867370605,2.1425499345899333,2.102750590376917,2.1359171867370605,3128576
1997-12-12,2.129283070023313,2.1624494180961005,2.116016387939453,2.116016387939453,2271863
1997-12-15,2.1027501329848994,2.1027501329848994,1.9369182586669922,1.9369182586669922,5162855
1997-12-16,1.9369185439815968,2.0297842691861256,1.9236517397051804,1.9966179132461548,3736884
1997-12-17,2.003250894416628,2.023150560352789,1.923651278307019,1.9302846193313599,3310174
1997-12-18,1.9170178733362249,1.9170178733362249,1.85731840133667,1.85731840133667,1023256
1997-12-19,1.8440521098411673,1.9966179190257822,1.8307859007545948,1.9700849056243896,3056124
1997-12-22,1.9568176864737106,1.9899841545242072,1.930284678697187,1.9501843452453613,1266485
1997-12-23,1.917017936027913,1.917017936027913,1.8838514690191583,1.8904849290847778,813430
1997-12-24,1.8904849884416195,1.9170179962178293,1.877218186939454,1.8838515281677246,742860
1997-12-26,1.8838516455690368,1.9170181156860704,1.8838516455690368,1.9103846549987793,292628
1997-12-29,1.936918619252736,1.9501848288164485,1.9170184715875906,1.9236518144607544,951275
1997-12-30,1.9369180231130765,1.9899840354919434,1.9369180231130765,1.9899840354919434,1465491
1997-12-31,1.9899840933223252,1.9899840933223252,1.9103844772127165,1.9302846193313599,917402
1998-01-02,1.9236518649010559,1.9568182229995728,1.9170185218539584,1.9568182229995728,568789
1998-01-05,1.9568176864737106,1.9700844879760329,1.917017996240489,1.9501843452453613,1749650
1998-01-06,1.930284798969389,1.930284798969389,1.9037517895396465,1.9103846549987793,1504069
1998-01-07,1.8705851927149415,1.8705851927149415,1.7246527671813965,1.7246527671813965,1337054
1998-01-08,1.6981200014752411,1.704753462229497,1.645053505897522,1.645053505897522,4584186
1998-01-09,1.645053830651987,1.6516871736701162,1.5389216518641424,1.545554518699646,5332692
1998-01-12,1.5123875837870298,1.618520198269095,1.4195217693257431,1.5986205339431763,3469190
1998-01-13,1.6649541413243532,1.7976198241843417,1.658320678612852,1.7843530178070068,2123668
1998-01-14,1.8904848644225656,1.8904848644225656,1.771085920602712,1.8175185918807983,2803486
1998-01-15,1.8042528652484735,1.8175190741725158,1.764453048019867,1.7909860610961914,1833863
1998-01-16,1.863952161850207,1.863952161850207,1.8440520159144156,1.850685477256775,2319380
1998-01-20,1.8971188498496365,1.9833513570966488,1.8971188498496365,1.9568182229995728,3270655
1998-01-21,1.9501847530297676,2.0032513749071876,1.9435514104143838,1.9966179132461548,2871233
1998-01-22,1.9966173215209115,2.056316792138352,1.9634509754102476,2.0496833324432373,1798578
1998-01-23,2.10275048176478,2.109383467366358,2.05631743973201,2.0961172580718994,1195445
1998-01-26,2.2420486213451896,2.2553153038024902,2.1956158279727584,2.2553153038024902,3288062
1998-01-27,2.268582341014296,2.334915042438254,2.2619488803988914,2.321648359298706,2171655
1998-01-28,2.3349153782074623,2.441047430038452,2.3349153782074623,2.441047430038452,3175151
1998-01-29,2.441046455329597,2.441046455329597,2.334914445877075,2.334914445877075,3233489
1998-01-30,2.3614480492593044,2.5339132545707432,2.3548145889848273,2.520646572113037,4949265
1998-02-02,2.5604463817375844,2.6267790797612465,2.553812921462219,2.6002461910247803,2354194
1998-02-03,2.7063783380524704,2.7793444994762377,2.6732119876203067,2.7727112770080566,5174617
1998-02-04,2.7329122600992894,2.7329122600992894,2.58697992027648,2.6201462745666504,2420059
1998-02-05,2.7329121948680672,2.7594450871938676,2.633412896281193,2.6400458812713623,1634387
1998-02-06,2.6201463328869923,2.640046003049258,2.5538133847388966,2.626779556274414,1084886
1998-02-09,2.6267787088482923,2.640045151343244,2.5272796758625096,2.5339128971099854,1854563
1998-02-10,2.573712235350953,2.646678383651774,2.5670794902581875,2.6135120391845703,1728950
1998-02-11,2.6997451174904237,2.6997451174904237,2.6400451733995176,2.6931116580963135,3018958
1998-02-12,2.7528128912480794,2.812512159347534,2.739545963952432,2.812512159347534,3442374
1998-02-13,2.7727105559855088,2.7727105559855088,2.7329112315259376,2.7461774349212646,1759530
1998-02-17,2.852310598115629,2.878843725495571,2.832410931149113,2.845677375793457,2100145
